precision,recall,threshold
0.5276271893244371,1.0,-1.6297972
0.5276822020644354,1.0,-1.6297326
0.5277372262773723,1.0,-1.629449
0.527792261966837,1.0,-1.6291214
0.5278473091364205,1.0,-1.6289302
0.5279023677897152,1.0,-1.6286961
0.527957437930315,1.0,-1.6282563
0.5280125195618154,1.0,-1.6282147
0.528067612687813,1.0,-1.6280099
0.5281227173119065,1.0,-1.6276252
0.5281778334376956,1.0,-1.6274264
0.5282329610687819,1.0,-1.6272526
0.5282881002087683,1.0,-1.6271627
0.528343250861259,1.0,-1.6268011
0.5283984130298601,1.0,-1.6266657
0.528453586718179,1.0,-1.6260524
0.5285087719298246,1.0,-1.6255234
0.5285639686684073,1.0,-1.6253653
0.5286191769375391,1.0,-1.625251
0.5286743967408336,1.0,-1.6252507
0.5287296280819056,1.0,-1.6245804
0.5287848709643715,1.0,-1.6245228
0.5288401253918495,1.0,-1.6237603
0.528895391367959,1.0,-1.6237519
0.528950668896321,1.0,-1.6233834
0.5290059579805582,1.0,-1.6233797
0.5290612586242944,1.0,-1.6231157
0.5291165708311553,1.0,-1.6227319
0.5291718946047679,1.0,-1.6221532
0.5292272299487608,1.0,-1.6220181
0.5292825768667643,1.0,-1.6217794
0.5293379353624098,1.0,-1.6217747
0.5293933054393305,1.0,-1.6213739
0.5294486871011612,1.0,-1.6213596
0.529504080351538,1.0,-1.6211045
0.5295594851940986,1.0,-1.6209489
0.5296149016324823,1.0,-1.6208868
0.5296703296703297,1.0,-1.6204551
0.5297257693112832,1.0,-1.620385
0.5297812205589867,1.0,-1.6201488
0.5298366834170855,1.0,-1.6200193
0.5298921578892263,1.0,-1.6198397
0.5299476439790576,1.0,-1.6194144
0.5300031416902293,1.0,-1.6192985
0.5300586510263929,1.0,-1.6187692
0.5301141719912015,1.0,-1.618514
0.5301697045883093,1.0,-1.6184616
0.5302252488213725,1.0,-1.6184057
0.5302808046940486,1.0,-1.618308
0.5303363722099969,1.0,-1.6182472
0.5303919513728778,1.0,-1.6181723
0.5304475421863536,1.0,-1.6176775
0.5305031446540881,1.0,-1.6175121
0.5305587587797463,1.0,-1.617434
0.5306143845669952,1.0,-1.6170847
0.530670022019503,1.0,-1.6169153
0.5307256711409396,1.0,-1.616614
0.5307813319349765,1.0,-1.6161944
0.5308370044052864,1.0,-1.6161754
0.530892688555544,1.0,-1.6159227
0.530948384389425,1.0,-1.6159134
0.5310040919106075,1.0,-1.6158289
0.5310598111227702,1.0,-1.6154512
0.5311155420295939,1.0,-1.6153808
0.5311712846347607,1.0,-1.6151946
0.5312270389419544,1.0,-1.6151413
0.5312828049548604,1.0,-1.6149182
0.5313385826771654,1.0,-1.6148437
0.5313943721125578,1.0,-1.6146472
0.5314501732647275,1.0,-1.6143439
0.5315059861373661,1.0,-1.6141704
